time,DevID,Name,Description,battery_level,co2,humidity,temperature
"2025-11-26T19:09:13.801Z","24E124725E331618","Classe 1","Batiment 5",92,497,51.5,18.3
"2025-11-26T19:09:15.056Z","24E124725E330689","Plonge","Batiment 2",98,193,58,14.2
"2025-11-26T19:09:45.162Z","24E124725E331392","Salle des profs","Batiment 3",93,542,44.5,18.8
"2025-11-26T19:10:12.893Z","24E124725E330738","Dépot 4 - 6","Bâtiment 6",87,247,52,16.4
"2025-11-26T19:10:13.120Z","24E124725E338940","Sanitaire 1E - 5 ","Batiment 5",93,477,48,16.4
"2025-11-26T19:10:13.201Z","24E124725E330302","Classe 19","Bâtiment 6",86,507,47.5,18.7
"2025-11-26T19:10:14.032Z","24E124725E330664","Couloir 1e Bat 6","Bâtiment 6",88,456,50.5,17.5
"2025-11-26T19:10:41.201Z","24E124725E331437","Classe 8","Batiment 5",99,427,46.5,18.6
"2025-11-26T19:10:47.462Z","24E124725E331502","WC - 11","Batiment 1",93,395,43.5,20.2
"2025-11-26T19:11:14.003Z","24E124725E331504","Préau","Batiment 2",99,365,58.5,12.5
"2025-11-26T19:11:14.122Z","24E124725E331914","Orientation ","Batiment 3",93,458,49,19.5
"2025-11-26T19:11:15.472Z","24E124725E331515","Salle de réunion","Batiment 3",95,10000,46.5,18
"2025-11-26T19:11:46.993Z","24E124725E330109","Couloir RDC - 5 ","Batiment 5",98,505,48,17.5
"2025-11-26T19:12:40.176Z","24E124725E338938","Lingerie ","Batiment 3",93,379,43,18
"2025-11-26T19:12:43.281Z","24E124725E336466","Degagement - 3  bat 1","Batiment 1",93,465,45.5,18.7
"2025-11-26T19:13:15.101Z","24E124725E330658","Classe 30","Batiment 2",98,438,37.5,20.4
"2025-11-26T19:13:43.324Z","24E124725E332202","Classe 18","Bâtiment 6",86,485,49,15.3
"2025-11-26T19:13:46.131Z","24E124725E333932","Classe 4","Bâtiment 5",92,766,51.5,17.9
"2025-11-26T19:14:12.525Z","24E124725E330416","Salle des machines - 20","Batiment 3",93,504,42,19.1
"2025-11-26T19:14:45.635Z","24E124725E331472","Dépot 2 - 6","Bâtiment 6",87,455,49,19.1
"2025-11-26T19:15:13.553Z","24E124725E330755","Sanitaires Hommes 1E - 6 ","Bâtiment 6",87,533,54,16.3
"2025-11-26T19:15:14.701Z","24E124725E330455","Degagement 4 - 2","Batiment 2",100,259,45,16.3
"2025-11-26T19:15:16.163Z","24E124725E330878","Degagement 3 bat 3","Batiment 3",93,409,47,16.6
"2025-11-26T19:15:45.992Z","24E124725E331967","Classe 23","Bâtiment 6",86,451,46.5,18.9
"2025-11-26T19:16:44.644Z","24E124725E330535","Gestion - 30","Batiment 3",93,594,41,24.7
"2025-11-26T19:16:44.786Z","24E124725E330680","Classe 21","Bâtiment 6",86,588,44.5,20.9
"2025-11-26T19:16:45.071Z","24E124725E331405","Cuisine ","Batiment 2",98,467,47.5,17.9
"2025-11-26T19:17:17.834Z","24E124725E335373","Classe 2","Batiment 5",92,583,54.5,18.5
"2025-11-26T19:18:15.710Z","24E124725E331267","Entrée - 18","Batiment 2",98,484,38.5,17.9
"2025-11-26T19:18:43.795Z","24E124725E338949","Salle 31 ","Batiment 1",93,466,42,18.3
"2025-11-26T19:19:15.271Z","24E124725E330344","Sanitaire 22","Batiment 3",98,403,41,17.5
"2025-11-26T19:19:43.957Z","24E124725E336083","Salle étude 2","Bâtiment 7",88,219,44.5,16.9
"2025-11-26T19:19:45.335Z","24E124725E335870","Classe 13","Batiment 5",92,466,48,18.9
"2025-11-26T19:20:12.172Z","24E124725E331396","Salle 34","Batiment 1",99,407,45,18.5
"2025-11-26T19:20:15.553Z","24E124725E330345","Salle de réunion - 32","Batiment 3",93,387,59,11.3
"2025-11-26T19:21:15.062Z","24E124725E331314","Vestiaire 6","Bâtiment 6",87,369,64,17.4
"2025-11-26T19:21:15.472Z","24E124725E331912","Classe 11","Batiment 5",99,451,48,17.9
"2025-11-26T19:22:13.953Z","24E124725E331230","Soins","Batiment 3",93,313,42.5,18.2
"2025-11-26T19:22:15.494Z","24E124725E331330","Couloir RDC Bat 6","Bâtiment 6",87,408,52.5,16.5
"2025-11-26T19:22:42.204Z","24E124725E335166","Depot 9","Batiment 5",98,330,53,16.9
"2025-11-26T19:22:45.635Z","24E124725E330635","Principal adjoint - 24","Batiment 3",93,0,45,18.3
"2025-11-26T19:24:11.953Z","24E124725E336069","Salle 33","Batiment 1",93,357,44.5,17.3
"2025-11-26T19:24:14.824Z","24E124725E331272","Bureau CPE - 1","Batiment 4",93,457,48,14.8
"2025-11-26T19:24:43.004Z","24E124725E336062","Reserve 6","Batiment 2",98,422,35,20.4
"2025-11-26T19:24:43.265Z","24E124725E331398","Labo - 6","Batiment 1",93,374,47,15.7
"2025-11-26T19:24:45.085Z","24E124725E336091","Salle 32","Batiment 1",93,365,42.5,17.1
"2025-11-26T19:25:11.452Z","24E124725E331960","Classe 22","Bâtiment 6",88,199,48,19.2
"2025-11-26T19:25:13.234Z","24E124725E330736","Salle étude 1","Batiment 8",98,334,51,16.7
"2025-11-26T19:25:16.984Z","24E124725E330630","Dépot 2 - 7","Bâtiment 7",87,470,52.5,15.7
"2025-11-26T19:25:43.075Z","24E124725E330427","Sanitaire - 9","Batiment 3",93,477,41,19.3
"2025-11-26T19:25:47.871Z","24E124725E330286","Classe 7","Batiment 5",93,418,47.5,18.1
"2025-11-26T19:26:13.604Z","24E124725E330532","Reserve - 11","Batiment 2",98,368,48,17.2
"2025-11-26T19:26:16.913Z","24E124725E331496","Classe 14","Batiment 5",93,507,44.5,18
"2025-11-26T19:26:39.792Z","24E124725E330620","Degagement 3 - 2","Batiment 2",98,401,43,17.8
"2025-11-26T19:27:15.162Z","24E124725E331235","Sanitaire RDC - 5 ","Batiment 5",98,485,49.5,17.2
"2025-11-26T19:27:15.238Z","24E124725E331183","WC Personnel -- 20","Batiment 2",98,316,52.5,16.5
"2025-11-26T19:27:46.635Z","24E124725E330953","CDI","Batiment 3",92,642,49,17.7
"2025-11-26T19:28:42.835Z","24E124725E330612","Classe 3","Batiment 5",92,246,44.5,18.6
"2025-11-26T19:28:44.623Z","24E124725E331366","Classe 6","Batiment 5",93,776,46.5,18.7
"2025-11-26T19:28:45.902Z","24E124725E330210","Vie scolaire - 3","Batiment 4",99,529,49,15.4
"2025-11-26T19:29:13.565Z","24E124725E331208","Classe 9","Batiment 5",92,510,45,18.9
"2025-11-26T19:29:44.262Z","24E124725E331402","Sanitaires Dames 1E - 6 ","Bâtiment 6",87,465,48.5,18.5
"2025-11-26T19:30:15.002Z","24E124725E330429","Labo - 10","Batiment 1",93,300,45,16.7
"2025-11-26T19:30:42.612Z","24E124725E330537","Infirmerie ","Batiment 3",93,377,42.5,17.8
"2025-11-26T19:30:48.442Z","24E124725E331335","Atelier - 7","Batiment 4",93,322,56,13.5
"2025-11-26T19:31:16.982Z","24E124725E338893","Direction - 26","Batiment 3",93,602,45.5,17.5
"2025-11-26T19:31:17.922Z","24E124725E330011","WC - 12","Batiment 1",93,595,56,18.6
"2025-11-26T19:32:17.292Z","24E124725E330668","Sanitaire 23","Batiment 3",98,482,49,17.7
"2025-11-26T19:32:45.844Z","24E124725E338876","Secretariat - 25","Batiment 3",93,644,45,18
"2025-11-26T19:33:15.192Z","24E124725E333857","S T P ","Batiment 3",93,565,43.5,18.6
"2025-11-26T19:33:42.961Z","24E124725E336493","Dépot 5","Bâtiment 6",88,350,49.5,16
"2025-11-26T19:34:14.613Z","24E124725E336046","SAM Prof 2 ","Batiment 3",93,313,45,16.6
"2025-11-26T19:34:44.392Z","24E124725E330652","Gardien - 29","Batiment 3",93,444,43.5,17.2
"2025-11-26T19:34:45.613Z","24E124725E332035","Salle de travail - 2","Batiment 4",93,332,48,15.7
"2025-11-26T19:35:15.364Z","24E124725E332014","Degagement - 15","Batiment 3",93,455,47.5,17.5
"2025-11-26T19:35:15.440Z","24E124725E339027","Classe 16","Bâtiment 6",86,439,41.5,18.2
"2025-11-26T19:35:41.791Z","24E124725E331262","Classe 12","Batiment 5",92,483,46.5,18.1
"2025-11-26T19:35:43.522Z","24E124725E331454","Cantine","Batiment 1",93,416,50,15.7
"2025-11-26T19:36:14.551Z","24E124725E330593","Classe 10","Batiment 5",92,477,48.5,17.7
"2025-11-26T19:36:41.354Z","24E124725E339012","Conseiller - 18","Batiment 3",93,530,40.5,20.2
"2025-11-26T19:37:11.143Z","24E124725E330145","Reserve - 9 ","Batiment 2",98,519,47,18.3
"2025-11-26T19:37:16.715Z","24E124725E330837","Classe 5","Batiment 5",92,633,47.5,18.6
"2025-11-26T19:37:44.353Z","24E124725E331500","Labo - 8","Batiment 1",93,423,41.5,18.7
"2025-11-26T19:38:44.643Z","24E124725E331037","Salle de dessin 13","Batiment 5",93,409,46.5,17.3
"2025-11-26T19:39:14.563Z","24E124725E331618","Classe 1","Batiment 5",92,496,52,18.2
"2025-11-26T19:39:44.956Z","24E124725E331392","Salle des profs","Batiment 3",93,538,44.5,18.7
"2025-11-26T19:40:13.069Z","24E124725E338940","Sanitaire 1E - 5 ","Batiment 5",93,490,48.5,16
"2025-11-26T19:40:14.933Z","24E124725E330302","Classe 19","Bâtiment 6",86,509,47.5,18.7
"2025-11-26T19:40:16.416Z","24E124725E330738","Dépot 4 - 6","Bâtiment 6",87,264,51.5,16.4
"2025-11-26T19:40:17.084Z","24E124725E330664","Couloir 1e Bat 6","Bâtiment 6",88,465,50,17.5
"2025-11-26T19:40:45.203Z","24E124725E331437","Classe 8","Batiment 5",99,419,46.5,18.5
"2025-11-26T19:40:46.613Z","24E124725E331502","WC - 11","Batiment 1",93,417,43,20.2
"2025-11-26T19:41:12.095Z","24E124725E331515","Salle de réunion","Batiment 3",95,10000,46.5,17.8
"2025-11-26T19:41:15.607Z","24E124725E331914","Orientation ","Batiment 3",93,459,49,19.4
"2025-11-26T19:41:43.564Z","24E124725E330109","Couloir RDC - 5 ","Batiment 5",98,507,48,17.5
"2025-11-26T19:42:40.752Z","24E124725E338938","Lingerie ","Batiment 3",93,374,42.5,17.9
"2025-11-26T19:42:47.124Z","24E124725E336466","Degagement - 3  bat 1","Batiment 1",93,456,45,18.7
"2025-11-26T19:43:10.634Z","24E124725E330658","Classe 30","Batiment 2",98,445,37.5,20.3
"2025-11-26T19:43:43.587Z","24E124725E332202","Classe 18","Bâtiment 6",86,475,48.5,15.3
"2025-11-26T19:43:45.453Z","24E124725E333932","Classe 4","Bâtiment 5",92,782,51.5,17.8
"2025-11-26T19:44:13.713Z","24E124725E330416","Salle des machines - 20","Batiment 3",93,483,42,19.1
"2025-11-26T19:44:45.303Z","24E124725E331472","Dépot 2 - 6","Bâtiment 6",87,460,49,19.1
"2025-11-26T19:45:12.253Z","24E124725E330755","Sanitaires Hommes 1E - 6 ","Bâtiment 6",87,537,54,16.2
"2025-11-26T19:45:12.993Z","24E124725E338930","Couloir bureaux","Batiment 3",98,500,40.5,18.6
"2025-11-26T19:45:13.542Z","24E124725E330455","Degagement 4 - 2","Batiment 2",100,247,44.5,16.3
"2025-11-26T19:45:15.157Z","24E124725E330878","Degagement 3 bat 3","Batiment 3",93,403,46,16.6
"2025-11-26T19:45:44.593Z","24E124725E331967","Classe 23","Bâtiment 6",86,457,46.5,18.8
"2025-11-26T19:46:44.084Z","24E124725E330535","Gestion - 30","Batiment 3",93,577,41,24.7
"2025-11-26T19:46:44.705Z","24E124725E330680","Classe 21","Bâtiment 6",86,587,44.5,20.9
"2025-11-26T19:46:45.933Z","24E124725E331405","Cuisine ","Batiment 2",98,473,47,17.8
"2025-11-26T19:47:16.172Z","24E124725E335373","Classe 2","Batiment 5",92,573,54.5,18.4
"2025-11-26T19:48:12.042Z","24E124725E331267","Entrée - 18","Batiment 2",98,493,38.5,17.8
"2025-11-26T19:48:43.585Z","24E124725E338949","Salle 31 ","Batiment 1",93,471,41.5,18.2
"2025-11-26T19:49:12.692Z","24E124725E330344","Sanitaire 22","Batiment 3",98,412,40.5,17.4
"2025-11-26T19:49:41.805Z","24E124725E335870","Classe 13","Batiment 5",92,458,47.5,18.7
"2025-11-26T19:49:44.523Z","24E124725E336083","Salle étude 2","Bâtiment 7",88,220,44.5,16.8
"2025-11-26T19:50:13.623Z","24E124725E331396","Salle 34","Batiment 1",99,416,44.5,18.4
"2025-11-26T19:51:12.421Z","24E124725E331912","Classe 11","Batiment 5",99,447,48,17.8
"2025-11-26T19:51:13.884Z","24E124725E331314","Vestiaire 6","Bâtiment 6",87,369,64.5,17.2
"2025-11-26T19:52:14.896Z","24E124725E331230","Soins","Batiment 3",93,324,42.5,18
"2025-11-26T19:52:17.182Z","24E124725E331330","Couloir RDC Bat 6","Bâtiment 6",87,410,52,16.5
"2025-11-26T19:52:44.834Z","24E124725E335166","Depot 9","Batiment 5",98,319,53,16.8
"2025-11-26T19:54:12.814Z","24E124725E336069","Salle 33","Batiment 1",93,362,44.5,17.1
"2025-11-26T19:54:15.055Z","24E124725E331272","Bureau CPE - 1","Batiment 4",93,441,48,14.6
"2025-11-26T19:54:41.874Z","24E124725E336062","Reserve 6","Batiment 2",98,407,35,20.4
"2025-11-26T19:54:45.156Z","24E124725E331398","Labo - 6","Batiment 1",93,397,47,15.4
"2025-11-26T19:54:46.145Z","24E124725E336091","Salle 32","Batiment 1",93,367,42.5,16.8
"2025-11-26T19:55:12.213Z","24E124725E331960","Classe 22","Bâtiment 6",88,193,47.5,19.2
"2025-11-26T19:55:13.043Z","24E124725E330630","Dépot 2 - 7","Bâtiment 7",87,471,52.5,15.6
"2025-11-26T19:55:15.064Z","24E124725E330736","Salle étude 1","Batiment 8",98,341,51,16.4
"2025-11-26T19:55:44.533Z","24E124725E330427","Sanitaire - 9","Batiment 3",93,472,40.5,19.3
"2025-11-26T19:55:47.594Z","24E124725E330286","Classe 7","Batiment 5",93,416,47.5,18
"2025-11-26T19:56:14.225Z","24E124725E331496","Classe 14","Batiment 5",93,501,44.5,17.9
"2025-11-26T19:56:15.574Z","24E124725E330532","Reserve - 11","Batiment 2",98,392,48,17.1
"2025-11-26T19:56:42.764Z","24E124725E330620","Degagement 3 - 2","Batiment 2",98,412,42.5,17.8
"2025-11-26T19:57:11.544Z","24E124725E331183","WC Personnel -- 20","Batiment 2",98,314,53,16.5
"2025-11-26T19:57:14.275Z","24E124725E330753","SAM Prof 1 ","Batiment 3",99,456,44,17.8
"2025-11-26T19:57:16.333Z","24E124725E331235","Sanitaire RDC - 5 ","Batiment 5",98,490,49.5,17.2
"2025-11-26T19:57:42.724Z","24E124725E330953","CDI","Batiment 3",92,615,48.5,17.7
"2025-11-26T19:58:41.112Z","24E124725E330612","Classe 3","Batiment 5",92,245,44.5,18.6
"2025-11-26T19:58:44.098Z","24E124725E331366","Classe 6","Batiment 5",93,778,46,18.6
"2025-11-26T19:58:46.032Z","24E124725E330210","Vie scolaire - 3","Batiment 4",99,544,49,15.4
"2025-11-26T19:59:16.114Z","24E124725E331208","Classe 9","Batiment 5",92,517,45,18.8
"2025-11-26T19:59:16.185Z","24E124725E331241","Classe 17","Bâtiment 6",87,434,45,16.4
"2025-11-26T19:59:46.665Z","24E124725E331402","Sanitaires Dames 1E - 6 ","Bâtiment 6",87,484,48,18.5
"2025-11-26T20:00:18.884Z","24E124725E330429","Labo - 10","Batiment 1",93,275,45,16.7
"2025-11-26T20:00:44.403Z","24E124725E330537","Infirmerie ","Batiment 3",93,371,42.5,17.6
"2025-11-26T20:00:45.826Z","24E124725E331335","Atelier - 7","Batiment 4",93,318,55.5,13.9
"2025-11-26T20:01:14.515Z","24E124725E330011","WC - 12","Batiment 1",93,597,55.5,18.6
"2025-11-26T20:01:18.056Z","24E124725E338893","Direction - 26","Batiment 3",93,564,45.5,17.3
"2025-11-26T20:02:16.913Z","24E124725E330668","Sanitaire 23","Batiment 3",98,476,48.5,17.6
"2025-11-26T20:02:45.601Z","24E124725E338876","Secretariat - 25","Batiment 3",93,618,45,17.9
"2025-11-26T20:03:12.875Z","24E124725E333857","S T P ","Batiment 3",93,558,43,18.5
"2025-11-26T20:03:43.506Z","24E124725E336493","Dépot 5","Bâtiment 6",88,350,49.5,16
"2025-11-26T20:04:16.352Z","24E124725E336046","SAM Prof 2 ","Batiment 3",93,316,44.5,16.6
"2025-11-26T20:04:42.355Z","24E124725E332035","Salle de travail - 2","Batiment 4",93,340,48,15.6
"2025-11-26T20:04:45.083Z","24E124725E330652","Gardien - 29","Batiment 3",93,451,43,17.2
"2025-11-26T20:05:14.255Z","24E124725E332014","Degagement - 15","Batiment 3",93,429,47.5,17.4
"2025-11-26T20:05:15.482Z","24E124725E339027","Classe 16","Bâtiment 6",86,448,42,17.8
"2025-11-26T20:05:42.722Z","24E124725E331262","Classe 12","Batiment 5",92,481,46.5,18
"2025-11-26T20:05:44.073Z","24E124725E331454","Cantine","Batiment 1",93,409,49.5,15.6
"2025-11-26T20:06:14.324Z","24E124725E330593","Classe 10","Batiment 5",92,465,48,17.6
"2025-11-26T20:06:42.434Z","24E124725E339012","Conseiller - 18","Batiment 3",93,523,40,20.2
"2025-11-26T20:07:13.633Z","24E124725E330145","Reserve - 9 ","Batiment 2",98,522,47,18.2
"2025-11-26T20:07:17.878Z","24E124725E330837","Classe 5","Batiment 5",92,595,47.5,18.6
"2025-11-26T20:07:45.404Z","24E124725E331500","Labo - 8","Batiment 1",93,425,41,18.7
"2025-11-26T20:08:43.631Z","24E124725E331037","Salle de dessin 13","Batiment 5",93,427,46.5,17
"2025-11-26T20:09:12.456Z","24E124725E330689","Plonge","Batiment 2",98,204,57,14.1
"2025-11-26T20:09:14.965Z","24E124725E331618","Classe 1","Batiment 5",92,500,52,18.1
"2025-11-26T20:09:43.744Z","24E124725E331392","Salle des profs","Batiment 3",93,539,44.5,18.6
"2025-11-26T20:10:13.414Z","24E124725E330302","Classe 19","Bâtiment 6",86,482,47,18.6
"2025-11-26T20:10:14.414Z","24E124725E338940","Sanitaire 1E - 5 ","Batiment 5",93,489,49,15.7
"2025-11-26T20:10:15.774Z","24E124725E330664","Couloir 1e Bat 6","Bâtiment 6",88,460,50,17.5
"2025-11-26T20:10:16.125Z","24E124725E330738","Dépot 4 - 6","Bâtiment 6",87,254,51.5,16.4
"2025-11-26T20:10:44.753Z","24E124725E331437","Classe 8","Batiment 5",99,438,46.5,18.4
"2025-11-26T20:10:45.325Z","24E124725E331502","WC - 11","Batiment 1",93,420,42.5,20.2
"2025-11-26T20:11:12.825Z","24E124725E331504","Préau","Batiment 2",99,329,58.5,12.4
"2025-11-26T20:11:17.274Z","24E124725E331914","Orientation ","Batiment 3",93,453,49,19.4
"2025-11-26T20:11:44.073Z","24E124725E330109","Couloir RDC - 5 ","Batiment 5",98,499,47.5,17.4
"2025-11-26T20:12:44.359Z","24E124725E338938","Lingerie ","Batiment 3",93,383,42.5,17.8
"2025-11-26T20:12:45.996Z","24E124725E336466","Degagement - 3  bat 1","Batiment 1",93,465,45,18.7
"2025-11-26T20:13:15.633Z","24E124725E330658","Classe 30","Batiment 2",98,445,37,20.4
"2025-11-26T20:13:41.494Z","24E124725E332202","Classe 18","Bâtiment 6",86,496,48,15.2
"2025-11-26T20:13:44.802Z","24E124725E333932","Classe 4","Bâtiment 5",92,767,51.5,17.7
"2025-11-26T20:14:14.733Z","24E124725E330416","Salle des machines - 20","Batiment 3",93,487,41.5,18.9
"2025-11-26T20:14:42.232Z","24E124725E331472","Dépot 2 - 6","Bâtiment 6",87,468,49,19
"2025-11-26T20:15:13.673Z","24E124725E330878","Degagement 3 bat 3","Batiment 3",93,398,46,16.5
"2025-11-26T20:15:14.282Z","24E124725E330455","Degagement 4 - 2","Batiment 2",100,246,44,16.2
"2025-11-26T20:15:16.335Z","24E124725E330755","Sanitaires Hommes 1E - 6 ","Bâtiment 6",87,553,53.5,16.2
"2025-11-26T20:15:17.634Z","24E124725E338930","Couloir bureaux","Batiment 3",98,470,40.5,18.5
"2025-11-26T20:15:42.183Z","24E124725E331967","Classe 23","Bâtiment 6",86,451,46.5,18.7
"2025-11-26T20:16:43.392Z","24E124725E330535","Gestion - 30","Batiment 3",93,590,41,24.7
"2025-11-26T20:16:44.074Z","24E124725E330680","Classe 21","Bâtiment 6",86,575,44,20.9
"2025-11-26T20:16:45.655Z","24E124725E331405","Cuisine ","Batiment 2",98,469,46.5,17.8
"2025-11-26T20:17:16.043Z","24E124725E335373","Classe 2","Batiment 5",92,561,54,18.3
"2025-11-26T20:18:11.313Z","24E124725E331267","Entrée - 18","Batiment 2",98,507,38.5,17.8
"2025-11-26T20:18:44.195Z","24E124725E338949","Salle 31 ","Batiment 1",93,482,41,18.1
"2025-11-26T20:19:11.542Z","24E124725E330344","Sanitaire 22","Batiment 3",98,408,40.5,17.3
"2025-11-26T20:19:42.285Z","24E124725E335870","Classe 13","Batiment 5",92,466,47.5,18.7
"2025-11-26T20:19:46.724Z","24E124725E336083","Salle étude 2","Bâtiment 7",88,226,44.5,16.6
"2025-11-26T20:20:12.807Z","24E124725E331396","Salle 34","Batiment 1",99,395,44,18.4
"2025-11-26T20:20:14.625Z","24E124725E330345","Salle de réunion - 32","Batiment 3",93,390,59,11
"2025-11-26T20:21:15.921Z","24E124725E331912","Classe 11","Batiment 5",99,464,48,17.8
"2025-11-26T20:21:17.595Z","24E124725E331314","Vestiaire 6","Bâtiment 6",87,381,65,17.2
"2025-11-26T20:22:14.636Z","24E124725E331230","Soins","Batiment 3",93,334,42,17.9
"2025-11-26T20:22:16.243Z","24E124725E331330","Couloir RDC Bat 6","Bâtiment 6",87,418,52,16.5
"2025-11-26T20:22:43.843Z","24E124725E330635","Principal adjoint - 24","Batiment 3",93,0,44.5,18.1
"2025-11-26T20:22:44.974Z","24E124725E335166","Depot 9","Batiment 5",98,313,52.5,16.7
"2025-11-26T20:24:14.445Z","24E124725E336069","Salle 33","Batiment 1",93,368,44.5,16.8
"2025-11-26T20:24:14.784Z","24E124725E331272","Bureau CPE - 1","Batiment 4",93,442,48.5,14.4
"2025-11-26T20:24:41.431Z","24E124725E331398","Labo - 6","Batiment 1",93,409,47,15.1
"2025-11-26T20:24:45.925Z","24E124725E336062","Reserve 6","Batiment 2",98,427,34.5,20.4
"2025-11-26T20:24:46.315Z","24E124725E336091","Salle 32","Batiment 1",93,367,42.5,16.5
"2025-11-26T20:25:11.632Z","24E124725E330736","Salle étude 1","Batiment 8",98,339,51.5,16.2
"2025-11-26T20:25:13.695Z","24E124725E331960","Classe 22","Bâtiment 6",88,208,47,19.1
"2025-11-26T20:25:15.475Z","24E124725E330630","Dépot 2 - 7","Bâtiment 7",87,466,52.5,15.5
"2025-11-26T20:25:44.344Z","24E124725E330427","Sanitaire - 9","Batiment 3",93,499,40,19.2
"2025-11-26T20:25:46.513Z","24E124725E330286","Classe 7","Batiment 5",93,406,47.5,17.9
"2025-11-26T20:26:15.844Z","24E124725E330532","Reserve - 11","Batiment 2",98,371,47.5,17
"2025-11-26T20:26:17.093Z","24E124725E331496","Classe 14","Batiment 5",93,507,44.5,17.8
"2025-11-26T20:26:40.735Z","24E124725E330620","Degagement 3 - 2","Batiment 2",98,404,42,17.7
"2025-11-26T20:27:12.456Z","24E124725E331183","WC Personnel -- 20","Batiment 2",98,324,52,16.5
"2025-11-26T20:27:14.924Z","24E124725E330753","SAM Prof 1 ","Batiment 3",99,453,43.5,17.8
"2025-11-26T20:27:16.214Z","24E124725E331235","Sanitaire RDC - 5 ","Batiment 5",98,484,49,17.2
"2025-11-26T20:27:45.388Z","24E124725E330953","CDI","Batiment 3",92,617,48.5,17.6
"2025-11-26T20:28:42.195Z","24E124725E330612","Classe 3","Batiment 5",92,231,44.5,18.5
"2025-11-26T20:28:44.794Z","24E124725E331366","Classe 6","Batiment 5",93,736,46,18.5
"2025-11-26T20:28:46.876Z","24E124725E330210","Vie scolaire - 3","Batiment 4",99,515,49,15.2
"2025-11-26T20:29:15.702Z","24E124725E331208","Classe 9","Batiment 5",92,509,45,18.7
"2025-11-26T20:29:17.393Z","24E124725E331241","Classe 17","Bâtiment 6",87,449,45,16.3
"2025-11-26T20:29:43.640Z","24E124725E331402","Sanitaires Dames 1E - 6 ","Bâtiment 6",87,478,48,18.4
"2025-11-26T20:30:15.572Z","24E124725E330429","Labo - 10","Batiment 1",93,302,44.5,16.6
"2025-11-26T20:30:44.989Z","24E124725E330537","Infirmerie ","Batiment 3",93,369,42.5,17.5
"2025-11-26T20:30:45.745Z","24E124725E331335","Atelier - 7","Batiment 4",93,334,55,14.1
"2025-11-26T20:31:15.474Z","24E124725E338893","Direction - 26","Batiment 3",93,550,45,17.3
"2025-11-26T20:31:17.076Z","24E124725E330011","WC - 12","Batiment 1",93,581,55.5,18.6
"2025-11-26T20:32:14.034Z","24E124725E330668","Sanitaire 23","Batiment 3",98,473,48,17.5
"2025-11-26T20:32:46.202Z","24E124725E338876","Secretariat - 25","Batiment 3",93,621,44.5,17.8
"2025-11-26T20:33:15.282Z","24E124725E333857","S T P ","Batiment 3",93,533,43,18.4
"2025-11-26T20:33:45.356Z","24E124725E336493","Dépot 5","Bâtiment 6",88,333,49,16
"2025-11-26T20:34:14.943Z","24E124725E336046","SAM Prof 2 ","Batiment 3",93,318,44,16.6
"2025-11-26T20:34:42.723Z","24E124725E332035","Salle de travail - 2","Batiment 4",93,333,48,15.5
"2025-11-26T20:34:46.124Z","24E124725E330652","Gardien - 29","Batiment 3",93,454,43,17.2
"2025-11-26T20:35:16.735Z","24E124725E332014","Degagement - 15","Batiment 3",93,430,47.5,17.3
"2025-11-26T20:35:18.776Z","24E124725E339027","Classe 16","Bâtiment 6",86,455,42.5,17.4
"2025-11-26T20:35:45.534Z","24E124725E331454","Cantine","Batiment 1",93,416,49,15.5
"2025-11-26T20:35:45.833Z","24E124725E331262","Classe 12","Batiment 5",92,476,46.5,17.9
"2025-11-26T20:36:13.024Z","24E124725E330593","Classe 10","Batiment 5",92,488,48,17.6
"2025-11-26T20:36:41.522Z","24E124725E339012","Conseiller - 18","Batiment 3",93,492,40,20.1
"2025-11-26T20:37:13.907Z","24E124725E330145","Reserve - 9 ","Batiment 2",98,513,47,18.2
"2025-11-26T20:37:17.794Z","24E124725E330837","Classe 5","Batiment 5",92,582,47.5,18.5
"2025-11-26T20:37:45.032Z","24E124725E331500","Labo - 8","Batiment 1",93,420,41,18.6
"2025-11-26T20:38:48.194Z","24E124725E331037","Salle de dessin 13","Batiment 5",93,433,46.5,16.8
"2025-11-26T20:39:12.815Z","24E124725E330689","Plonge","Batiment 2",98,185,56.5,14.1
"2025-11-26T20:39:18.146Z","24E124725E331618","Classe 1","Batiment 5",92,498,52,18
"2025-11-26T20:39:45.994Z","24E124725E331392","Salle des profs","Batiment 3",93,520,44.5,18.5
"2025-11-26T20:40:10.446Z","24E124725E330302","Classe 19","Bâtiment 6",86,496,47,18.5
"2025-11-26T20:40:13.303Z","24E124725E338940","Sanitaire 1E - 5 ","Batiment 5",93,486,49,15.4
"2025-11-26T20:40:16.801Z","24E124725E330664","Couloir 1e Bat 6","Bâtiment 6",88,468,49.5,17.5
"2025-11-26T20:40:17.011Z","24E124725E330738","Dépot 4 - 6","Bâtiment 6",87,259,51.5,16.4
"2025-11-26T20:40:42.613Z","24E124725E331437","Classe 8","Batiment 5",99,420,46.5,18.3
"2025-11-26T20:40:46.982Z","24E124725E331502","WC - 11","Batiment 1",93,407,42.5,20.2
"2025-11-26T20:41:12.212Z","24E124725E331504","Préau","Batiment 2",99,328,58.5,12.3
"2025-11-26T20:41:14.002Z","24E124725E331914","Orientation ","Batiment 3",93,462,49,19.4
"2025-11-26T20:41:16.167Z","24E124725E331515","Salle de réunion","Batiment 3",95,10000,46,17.6
